,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max_Temp,Wind_Speed
114,mazagao,100,IS,1639785918,80,64.8945,-23.7142,278,1.75
115,mazagao,100,BR,1639785919,98,-9.1667,-60.6333,296.43,0.42
116,mazagao,85,RU,1639785920,99,69.3,139.9,236.19,1.41
117,mazagao,19,IN,1639785921,53,18.4667,75.6667,290.18,2.68
118,mazagao,32,IN,1639785921,71,10.5669,72.642,300.99,5.13
119,mazagao,90,CA,1639785922,86,50.2334,-63.5986,274.35,10.29
120,mazagao,99,ML,1639785923,17,20,-3,297.2,3.66
121,mazagao,95,IR,1639785924,33,32.31,54.0175,284.68,0.52
122,mazagao,100,VN,1639785925,88,13.0833,109.3,296.1,7.67
123,mazagao,100,SB,1639785926,84,-8.7676,160.7034,300.36,0.4
124,mazagao,1,PK,1639785902,30,24.9056,67.0822,286.05,2.06
125,mazagao,100,RU,1639785927,97,67.6333,134.6333,236.95,0.65
126,mazagao,99,MX,1639785928,60,30.4833,-115.95,289.18,2.62
127,mazagao,100,RU,1639785928,90,50.6789,156.125,271.22,15.47
128,mazagao,100,CA,1639785929,88,65.282,-126.8329,250.38,2.69
129,mazagao,79,ZA,1639785930,79,-33.5906,26.891,289.14,9.55
130,mazagao,1,US,1639785931,74,57.79,-152.4072,268.88,2.06
131,mazagao,88,EC,1639785931,94,-0.7393,-90.3518,294.01,1.34
132,mazagao,100,IS,1639785932,90,63.4427,-20.2734,282.04,7.53
133,mazagao,1,GL,1639785933,66,60.7167,-46.0333,262.43,3.36
134,mazagao,39,SO,1639785934,76,7.9803,49.8164,296.67,7.93
135,mazagao,99,RU,1639785934,97,46.8333,40.75,277.78,1
136,mazagao,99,SB,1639785935,72,-10.4544,161.9205,302.44,3.32
137,mazagao,30,GF,1639785936,88,5.3833,-52.95,298.84,3.24
138,mazagao,100,RU,1639785937,95,46.4856,135.8833,246.19,1.78
139,mazagao,100,RU,1639785937,100,66,111.5,235.06,2.49
140,mazagao,26,CU,1639785938,83,20.3467,-74.4958,298.35,5.14
141,mazagao,1,US,1639785999,43,41.762,-72.742,284.07,2.57
142,mazagao,75,US,1639785999,77,22.0752,-159.319,300.14,0.89
143,mazagao,100,RU,1639786000,96,69.7008,170.3133,250.65,1.59
144,mazagao,97,LK,1639786001,86,6.1241,81.1185,297.7,3.1
145,mazagao,100,BW,1639786002,79,-23.4,21.7167,291.92,3.89
146,mazagao,57,CL,1639786003,52,-27.3667,-70.3333,294.59,2.02
147,mazagao,69,GH,1639786003,83,5.3511,-0.6231,299.83,3.82
148,mazagao,97,TZ,1639786004,89,-4.0167,35.7667,292.45,1.02
149,mazagao,100,PT,1639786005,53,39.05,-27.9833,288.28,2.99
150,mazagao,98,BR,1639786005,91,-0.1833,-50.05,298.43,2.79
151,mazagao,63,CD,1639786006,93,-6.4667,16.8167,293.82,0.26
152,mazagao,82,RU,1639786007,100,63.4564,48.8989,252.51,1.5
153,mazagao,10,RU,1639786008,83,49.5776,111.9753,255.18,1.6
154,mazagao,58,GR,1639786009,72,37.9407,22.9573,283.65,1.52
155,mazagao,82,NZ,1639786009,64,-46.6,168.3333,286.93,10.84
156,mazagao,42,JP,1639786010,39,35.7333,140.8333,276.37,14.05
157,mazagao,100,RU,1639786011,97,59.9445,54.9977,267.12,1.84
158,mazagao,95,MY,1639786012,96,2.3,111.8167,297.49,0.44
159,mazagao,24,IN,1639785902,47,30.9719,76.9933,276.84,2.73
160,mazagao,1,MX,1639785834,65,15.85,-97.0667,302.61,2.57
161,mazagao,99,NO,1639786015,92,70.9963,24.6622,275.64,10.63
162,mazagao,84,NZ,1639786016,54,-46.1333,167.6833,286.94,5.92
163,mazagao,15,LY,1639786017,64,30.7554,20.2263,287.46,3.67
164,mazagao,100,PG,1639786018,72,-6.7221,146.9847,301.96,1.29
165,mazagao,70,SD,1639786018,78,19.1059,37.3321,298.27,6.18
166,mazagao,100,ID,1639786019,91,-7.3817,108.2082,296.23,0.19
167,mazagao,15,BR,1639786021,77,-6.9811,-34.8339,300.52,6.76
168,mazagao,65,NE,1639786021,16,13.5137,2.1098,296.08,4.73
169,mazagao,2,CN,1639786022,54,40.4394,113.1536,262.56,4.63
170,mazagao,64,BR,1639786023,83,-30.1811,-50.2056,294.42,6.98
171,mazagao,100,RU,1639786025,99,69.3833,178.4167,245.85,0.57
172,mazagao,90,US,1639786026,75,45.3055,-93.7941,267.27,2.06
173,mazagao,100,TW,1639786026,99,24.757,121.753,288.35,1.18
174,mazagao,69,RU,1639786027,82,51.6828,102.1408,260.79,1.37
175,mazagao,100,MX,1639785770,74,17.9583,-102.2,299.34,1.91
176,mazagao,90,CA,1639786028,86,63.7506,-68.5145,272,12.07
177,mazagao,100,RU,1639786029,71,52.2861,85.4131,271.23,5.07
178,mazagao,7,AO,1639785732,78,-15.1961,12.1522,292.16,3.49
179,mazagao,100,US,1639786030,85,33.194,-82.5271,292.08,1.11
180,mazagao,86,CL,1639786031,81,-23.65,-70.4,290.9,3.14
181,mazagao,1,US,1639785764,46,32.2504,-101.4787,294,0.89
182,mazagao,66,SD,1639786032,30,13.6017,26.6876,289.28,6.92
183,mazagao,100,ID,1639786033,96,-0.9492,100.3543,296.18,2.89
184,mazagao,100,RU,1639786035,87,52.0333,80.3833,267.48,5.25
185,mazagao,4,UY,1639786035,77,-33.6971,-53.4616,290.35,4.03
186,mazagao,100,RU,1639786036,99,48.0448,40.045,274.23,2.45
187,mazagao,0,AU,1639786037,42,-22.0016,148.0466,302.83,7.85
188,mazagao,55,BJ,1639786099,81,6.4965,2.6036,299.18,2.05
189,mazagao,100,RU,1639786099,98,67.45,153.6833,243.18,3.17
190,mazagao,75,FR,1639786100,93,46.4154,3.9054,274.84,2.06
191,mazagao,98,LK,1639786101,94,6.7166,80.0619,297.05,1.14
192,mazagao,80,CA,1639786102,77,48.7834,-87.1,264.24,3.92
193,mazagao,100,ZM,1639786102,88,-8.4689,29.6619,293.08,1.08
194,mazagao,33,BF,1639786103,15,11.78,-0.3697,296.66,4.24
195,mazagao,82,CA,1639786104,82,51.2585,-80.6094,259.37,5.2
196,mazagao,69,PE,1639786105,73,-5.5569,-80.8222,295.16,7.61
197,mazagao,100,JP,1639786105,69,35,132.2167,277.14,6.09
198,mazagao,96,VE,1639786106,95,7.7669,-72.225,292.44,0.4
199,mazagao,83,RU,1639786107,99,63.0494,147.1858,232.57,1
200,mazagao,23,JM,1639786108,81,17.8815,-76.4093,299.63,5.11
201,mazagao,100,CN,1639786109,70,19.9103,109.6859,292.4,7.03
202,mazagao,99,ID,1639786110,87,-7.6331,109.2461,299.37,1.63
203,mazagao,93,MY,1639786111,87,4.4148,114.0089,298.74,1.27
204,mazagao,75,US,1639785865,43,42.1584,-72.3287,282.83,4.63
205,mazagao,50,NA,1639785814,26,-28.0167,18.75,298.58,3.13
206,mazagao,19,NC,1639786114,67,-20.2333,164.0167,299.03,4.24
207,mazagao,0,BR,1639786115,53,-28.0681,-52.0139,294.36,5.78
208,mazagao,100,IS,1639786116,95,64.2539,-15.2082,279.71,4.3
209,mazagao,75,BR,1639785994,98,-14.3125,-39.3233,295.04,0.33
210,mazagao,90,US,1639786117,86,48.1128,-98.8651,259.23,1.34
211,mazagao,90,US,1639786118,100,35.6234,-95.9605,286.81,5.66
212,mazagao,100,CA,1639786119,97,70.4692,-68.5914,247.87,3.62
213,mazagao,48,JP,1639786120,66,34.4,133.0833,278.4,4.8
214,mazagao,36,RU,1639786121,96,69.4865,88.3972,236.29,1.71
215,mazagao,99,NO,1639786122,93,70.0311,20.9714,277.99,13.98
216,mazagao,2,NZ,1639786123,51,-35.6167,174.5,297.13,4.99
217,mazagao,100,IR,1639786124,93,32.3256,50.8644,276.42,1.89
218,mazagao,65,PG,1639786124,73,-4.1967,152.1721,301.8,3.27
219,mazagao,100,CA,1639786125,96,68.2191,-135.0107,251.82,1
220,mazagao,40,SJ,1639786126,69,78.2186,15.6401,273.06,8.75
221,mazagao,94,CD,1639786127,97,-6.4167,20.8,294.09,0.35
222,mazagao,24,AR,1639786127,56,-39.0333,-67.5833,296.27,5.48
223,mazagao,9,CN,1639786128,41,27.7344,111.9944,277.39,1.39
224,mazagao,100,RU,1639786129,97,54.4815,53.471,270.8,1.93
225,mazagao,18,NO,1639786130,77,58.0833,7.8167,280.76,4.96
226,mazagao,0,KR,1639786130,26,35.2442,129.2139,271.41,3.24
227,mazagao,100,BR,1639786131,86,-20.3297,-40.2925,298.12,3.58
228,mazagao,78,TD,1639786132,31,9.3086,15.8066,294.77,2.66
229,mazagao,83,AU,1639786133,51,-41.45,147.1667,299.95,2.24
230,mazagao,11,AO,1639786133,71,-14.9172,13.4925,287.32,1.48
231,mazagao,16,LR,1639786134,84,4.375,-7.7169,299.87,5.04
232,mazagao,78,CA,1639786122,93,55.4334,-116.4858,252.06,2.28
233,mazagao,100,RU,1639786196,98,68.75,161.3,243.37,2.68
234,mazagao,0,PK,1639786196,13,30.9236,66.4512,275.04,1
235,mazagao,0,MX,1639786197,51,27.9769,-114.0611,291.12,6.44
236,mazagao,53,BR,1639786198,79,-8.4969,-36.9408,295.58,4.61
237,mazagao,25,MR,1639786199,76,20.931,-17.0347,290.88,5.85
238,mazagao,90,RU,1639786199,100,71.9667,102.5,233.06,2.16
239,mazagao,99,CA,1639785948,94,58.8053,-122.7002,252.11,0.71
240,mazagao,1,US,1639786127,31,42.337,-71.2092,284.18,1.34
241,mazagao,0,CL,1639786201,79,-35.3333,-72.4167,286.92,5.42
242,mazagao,15,MU,1639786202,80,-20.5167,57.5167,297.24,1.98
243,mazagao,99,CN,1639786203,38,34.5036,109.5089,274.44,2.64
244,mazagao,100,ZW,1639786203,93,-20.9333,29,288.01,5.47
245,mazagao,0,GL,1639786205,57,60.1432,-45.2371,266.74,2.02
246,mazagao,90,RU,1639786206,100,62.2248,49.9922,254.56,1.66
247,mazagao,100,ID,1639786207,94,1.7427,98.7792,296.46,1.38
248,mazagao,0,ES,1639786209,78,43.0778,-2.5125,280.89,2.77
249,mazagao,72,PG,1639786210,78,-6.2167,155.6333,302.46,5.25
250,mazagao,100,RU,1639786210,99,73.5069,80.5464,243.7,3.83
251,mazagao,24,IL,1639786211,100,31.61,34.7642,285.59,3.39
252,mazagao,86,RU,1639786212,100,63.4453,120.3167,228.78,0.85
253,mazagao,1,ZA,1639786213,73,-34.0033,24.7314,288.09,5.62
254,mazagao,86,ZA,1639786214,81,-33.0153,27.9116,288.56,6.13
255,mazagao,88,RU,1639786214,99,66.8333,70.8333,241.04,3.26
256,mazagao,28,NA,1639786215,78,-28.55,16.4333,291.14,5.97
257,mazagao,0,CL,1639786216,85,-37.6167,-73.65,287.07,3.26
258,mazagao,90,US,1639786134,92,39.1834,-84.5333,278.37,1.34
259,mazagao,86,CO,1639786217,72,11.3832,-72.2432,298.81,5.73
260,mazagao,82,MX,1639786218,71,19.9333,-105.25,298.04,2.32
261,mazagao,39,SA,1639786219,46,29.9697,40.2064,284.18,2.67
262,mazagao,100,RU,1639786220,100,71.6872,128.8694,242.2,1.39
263,mazagao,0,IN,1639786221,43,20.7141,70.9822,290.64,5.82
264,mazagao,86,JP,1639786221,46,35.1333,140.3,281.59,6.24
265,mazagao,12,LY,1639786222,65,32.8752,13.1875,287.75,4.53
266,mazagao,75,ES,1639786223,93,39.8885,4.2658,282.46,2.57
267,mazagao,99,KH,1639786224,79,10.6167,104.1833,299.18,3.47
268,mazagao,100,RU,1639786225,92,64.3833,-173.3,261.48,6.95
269,mazagao,75,US,1639785926,60,39.2807,-80.3445,283.87,2.57
270,mazagao,100,BR,1639786226,98,-21.0908,-45.0914,292.5,1.18
271,mazagao,74,CO,1639786227,98,2.512,-76.4012,284.57,1.01
272,mazagao,100,CO,1639786228,67,9.7041,-73.2793,300.55,3.13
273,mazagao,20,GL,1639786228,73,64.1835,-51.7216,266.49,4.63
274,mazagao,100,GL,1639786229,61,72.7868,-56.1549,260.62,3.59
275,mazagao,65,BF,1639786231,14,9.8833,-2.9167,298.49,2.59
276,mazagao,99,MX,1639786232,74,18.7333,-103.6833,301.86,1.5
277,mazagao,100,ZA,1639786293,67,-28.783,32.0377,291.37,3.29
278,mazagao,97,RU,1639786294,97,68.0531,39.5131,262.88,3.61
279,mazagao,75,CL,1639786295,43,-45.5752,-72.0662,297.49,2.06
280,mazagao,98,FI,1639786297,94,61.1272,21.5113,276.17,5.97
281,mazagao,88,GL,1639786297,63,65.4167,-52.9,266.03,4.47
282,mazagao,43,AU,1639786218,14,-23.7,133.8833,309.9,0
283,mazagao,1,US,1639786106,67,21.3156,-158.0072,301.49,5.81
284,mazagao,1,US,1639786299,73,41.2835,-70.0995,283.78,4.63
285,mazagao,51,OM,1639786300,67,22.5667,59.5289,292.89,0.77
286,mazagao,28,NC,1639786301,60,-21.35,165.15,300.29,4.39
287,mazagao,73,RU,1639786301,96,60.6288,28.5705,272.77,1.92
288,mazagao,90,MX,1639786302,76,22.8909,-109.9124,297.88,1.54
289,mazagao,90,DK,1639786303,100,55.1009,14.7066,277.1,4.63
290,mazagao,95,PG,1639786304,84,-2.0226,147.2712,300.55,4.32
291,mazagao,100,BR,1639786304,82,-1.4467,-45.7167,298.57,1.92
292,mazagao,14,BR,1639786305,77,-5.1989,-35.4608,300.07,6.78
293,mazagao,26,CN,1639786306,57,42.8,93.45,267.82,1.87
294,mazagao,15,TM,1639786307,18,39.5108,54.3671,286.8,3.59
295,mazagao,0,IQ,1639786307,63,33.6416,42.8251,285.24,2.79
296,mazagao,8,NG,1639786308,27,11.5233,7.3081,288.09,4.35
297,mazagao,96,EE,1639786310,91,59.3347,26.145,273.3,2.41
298,mazagao,2,NC,1639786311,66,-22.6667,167.4833,297.32,7.81
299,mazagao,88,CV,1639786312,80,14.9215,-23.5087,296.17,4.3
300,mazagao,97,FI,1639786312,89,59.8333,22.95,275.84,4.74
